H,N,C,O,P,S,Si,Ti,H+N,C+O,S+P,Si+Ti,H/N,C/O,S/P,Si/Ti,comp_number
0.005941,0.594059,0.046154,0.153846,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,0.3,100,10,4052
0.005941,0.594059,0.066667,0.133333,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,0.5,0.001,10,4053
0.005941,0.594059,0.066667,0.133333,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,0.5,1,10,4054
0.005941,0.594059,0.066667,0.133333,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,0.5,10,10,4055
0.005941,0.594059,0.066667,0.133333,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,0.5,100,10,4056
0.005941,0.594059,0.082353,0.117647,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,0.7,0.001,10,4057
0.005941,0.594059,0.082353,0.117647,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,0.7,1,10,4058
0.005941,0.594059,0.082353,0.117647,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,0.7,10,10,4059
0.005941,0.594059,0.082353,0.117647,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,0.7,100,10,4060
0.005941,0.594059,0.1,0.1,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,1,0.001,10,4061
0.005941,0.594059,0.1,0.1,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,1,1,10,4062
0.005941,0.594059,0.1,0.1,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,1,10,10,4063
0.005941,0.594059,0.1,0.1,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,1,100,10,4064
0.005941,0.594059,0.166667,0.033333,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,5,0.001,10,4065
0.005941,0.594059,0.166667,0.033333,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,5,1,10,4066
0.005941,0.594059,0.166667,0.033333,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,5,10,10,4067
0.005941,0.594059,0.166667,0.033333,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,5,100,10,4068
0.005941,0.594059,0.181818,0.018182,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,10,0.001,10,4069
0.005941,0.594059,0.181818,0.018182,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,10,1,10,4070
0.005941,0.594059,0.181818,0.018182,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,10,10,10,4071
0.005941,0.594059,0.181818,0.018182,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,10,100,10,4072
6.00E-09,0.6,0.0002,0.1998,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,0.001,0.001,10,4073
6.00E-09,0.6,0.0002,0.1998,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,0.001,1,10,4074
6.00E-09,0.6,0.0002,0.1998,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,0.001,10,10,4075
6.00E-09,0.6,0.0002,0.1998,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,0.001,100,10,4076
6.00E-09,0.6,0.018182,0.181818,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,0.1,0.001,10,4077
6.00E-09,0.6,0.018182,0.181818,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,0.1,1,10,4078
6.00E-09,0.6,0.018182,0.181818,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,0.1,10,10,4079
6.00E-09,0.6,0.018182,0.181818,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,0.1,100,10,4080
6.00E-09,0.6,0.046154,0.153846,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,0.3,0.001,10,4081
6.00E-09,0.6,0.046154,0.153846,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,0.3,1,10,4082
6.00E-09,0.6,0.046154,0.153846,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,0.3,10,10,4083
6.00E-09,0.6,0.046154,0.153846,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,0.3,100,10,4084
6.00E-09,0.6,0.066667,0.133333,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,0.5,0.001,10,4085
6.00E-09,0.6,0.066667,0.133333,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,0.5,1,10,4086
6.00E-09,0.6,0.066667,0.133333,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,0.5,10,10,4087
6.00E-09,0.6,0.066667,0.133333,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,0.5,100,10,4088
6.00E-09,0.6,0.082353,0.117647,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,0.7,0.001,10,4089
6.00E-09,0.6,0.082353,0.117647,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,0.7,1,10,4090
6.00E-09,0.6,0.082353,0.117647,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,0.7,10,10,4091
6.00E-09,0.6,0.082353,0.117647,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,0.7,100,10,4092
6.00E-09,0.6,0.1,0.1,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,1,0.001,10,4093
6.00E-09,0.6,0.1,0.1,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,1,1,10,4094
6.00E-09,0.6,0.1,0.1,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,1,10,10,4095
6.00E-09,0.6,0.1,0.1,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,1,100,10,4096
6.00E-09,0.6,0.166667,0.033333,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,5,0.001,10,4097
6.00E-09,0.6,0.166667,0.033333,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,5,1,10,4098
6.00E-09,0.6,0.166667,0.033333,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,5,10,10,4099
6.00E-09,0.6,0.166667,0.033333,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,5,100,10,4100
6.00E-09,0.6,0.181818,0.018182,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,10,0.001,10,4101
6.00E-09,0.6,0.181818,0.018182,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,10,1,10,4102
6.00E-09,0.6,0.181818,0.018182,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,10,10,10,4103
6.00E-09,0.6,0.181818,0.018182,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1.00E+08,10,100,10,4104
0.59894,5.99E-05,0.0002,0.1998,0.1998,0.0002,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,0.001,0.001,10,4105
0.59894,5.99E-05,0.0002,0.1998,0.1998,0.0002,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,0.001,0.001,100,4106
0.59894,5.99E-05,0.0002,0.1998,0.1,0.1,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,0.001,1,10,4107
0.59894,5.99E-05,0.0002,0.1998,0.1,0.1,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,0.001,1,100,4108
0.59894,5.99E-05,0.0002,0.1998,0.018182,0.181818,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,0.001,10,10,4109
0.59894,5.99E-05,0.0002,0.1998,0.018182,0.181818,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,0.001,10,100,4110
0.59894,5.99E-05,0.0002,0.1998,0.00198,0.19802,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,0.001,100,10,4111
0.59894,5.99E-05,0.0002,0.1998,0.00198,0.19802,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,0.001,100,100,4112
0.59894,5.99E-05,0.018182,0.181818,0.1998,0.0002,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,0.1,0.001,10,4113
0.59894,5.99E-05,0.018182,0.181818,0.1998,0.0002,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,0.1,0.001,100,4114
0.59894,5.99E-05,0.018182,0.181818,0.1,0.1,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,0.1,1,10,4115
0.59894,5.99E-05,0.018182,0.181818,0.1,0.1,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,0.1,1,100,4116
0.59894,5.99E-05,0.018182,0.181818,0.018182,0.181818,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,0.1,10,10,4117
0.59894,5.99E-05,0.018182,0.181818,0.018182,0.181818,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,0.1,10,100,4118
0.59894,5.99E-05,0.018182,0.181818,0.00198,0.19802,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,0.1,100,10,4119
0.59894,5.99E-05,0.018182,0.181818,0.00198,0.19802,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,0.1,100,100,4120
0.59894,5.99E-05,0.046154,0.153846,0.1998,0.0002,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,0.3,0.001,10,4121
0.59894,5.99E-05,0.046154,0.153846,0.1998,0.0002,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,0.3,0.001,100,4122
0.59894,5.99E-05,0.046154,0.153846,0.1,0.1,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,0.3,1,10,4123
0.59894,5.99E-05,0.046154,0.153846,0.1,0.1,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,0.3,1,100,4124
0.59894,5.99E-05,0.046154,0.153846,0.018182,0.181818,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,0.3,10,10,4125
0.59894,5.99E-05,0.046154,0.153846,0.018182,0.181818,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,0.3,10,100,4126
0.59894,5.99E-05,0.046154,0.153846,0.00198,0.19802,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,0.3,100,10,4127
0.59894,5.99E-05,0.046154,0.153846,0.00198,0.19802,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,0.3,100,100,4128
0.59894,5.99E-05,0.066667,0.133333,0.1998,0.0002,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,0.5,0.001,10,4129
0.59894,5.99E-05,0.066667,0.133333,0.1998,0.0002,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,0.5,0.001,100,4130
0.59894,5.99E-05,0.066667,0.133333,0.1,0.1,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,0.5,1,10,4131
0.59894,5.99E-05,0.066667,0.133333,0.1,0.1,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,0.5,1,100,4132
0.59894,5.99E-05,0.066667,0.133333,0.018182,0.181818,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,0.5,10,10,4133
0.59894,5.99E-05,0.066667,0.133333,0.018182,0.181818,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,0.5,10,100,4134
0.59894,5.99E-05,0.066667,0.133333,0.00198,0.19802,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,0.5,100,10,4135
0.59894,5.99E-05,0.066667,0.133333,0.00198,0.19802,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,0.5,100,100,4136
0.59894,5.99E-05,0.082353,0.117647,0.1998,0.0002,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,0.7,0.001,10,4137
0.59894,5.99E-05,0.082353,0.117647,0.1998,0.0002,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,0.7,0.001,100,4138
0.59894,5.99E-05,0.082353,0.117647,0.1,0.1,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,0.7,1,10,4139
0.59894,5.99E-05,0.082353,0.117647,0.1,0.1,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,0.7,1,100,4140
0.59894,5.99E-05,0.082353,0.117647,0.018182,0.181818,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,0.7,10,10,4141
0.59894,5.99E-05,0.082353,0.117647,0.018182,0.181818,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,0.7,10,100,4142
0.59894,5.99E-05,0.082353,0.117647,0.00198,0.19802,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,0.7,100,10,4143
0.59894,5.99E-05,0.082353,0.117647,0.00198,0.19802,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,0.7,100,100,4144
0.59894,5.99E-05,0.1,0.1,0.1998,0.0002,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,1,0.001,10,4145
0.59894,5.99E-05,0.1,0.1,0.1998,0.0002,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,1,0.001,100,4146
0.59894,5.99E-05,0.1,0.1,0.1,0.1,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,1,1,10,4147
0.59894,5.99E-05,0.1,0.1,0.1,0.1,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,1,1,100,4148
0.59894,5.99E-05,0.1,0.1,0.018182,0.181818,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,1,10,10,4149
0.59894,5.99E-05,0.1,0.1,0.018182,0.181818,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,1,10,100,4150
0.59894,5.99E-05,0.1,0.1,0.00198,0.19802,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,1,100,10,4151
0.59894,5.99E-05,0.1,0.1,0.00198,0.19802,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,1,100,100,4152
0.59894,5.99E-05,0.166667,0.033333,0.1998,0.0002,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,5,0.001,10,4153
0.59894,5.99E-05,0.166667,0.033333,0.1998,0.0002,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,5,0.001,100,4154
0.59894,5.99E-05,0.166667,0.033333,0.1,0.1,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,5,1,10,4155
0.59894,5.99E-05,0.166667,0.033333,0.1,0.1,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,5,1,100,4156
0.59894,5.99E-05,0.166667,0.033333,0.018182,0.181818,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,5,10,10,4157
0.59894,5.99E-05,0.166667,0.033333,0.018182,0.181818,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,5,10,100,4158
0.59894,5.99E-05,0.166667,0.033333,0.00198,0.19802,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,5,100,10,4159
0.59894,5.99E-05,0.166667,0.033333,0.00198,0.19802,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,5,100,100,4160
0.59894,5.99E-05,0.181818,0.018182,0.1998,0.0002,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,10,0.001,10,4161
0.59894,5.99E-05,0.181818,0.018182,0.1998,0.0002,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,10,0.001,100,4162
0.59894,5.99E-05,0.181818,0.018182,0.1,0.1,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,10,1,10,4163
0.59894,5.99E-05,0.181818,0.018182,0.1,0.1,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,10,1,100,4164
0.59894,5.99E-05,0.181818,0.018182,0.018182,0.181818,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,10,10,10,4165
0.59894,5.99E-05,0.181818,0.018182,0.018182,0.181818,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,10,10,100,4166
0.59894,5.99E-05,0.181818,0.018182,0.00198,0.19802,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1.00E-04,10,100,10,4167
0.59894,5.99E-05,0.181818,0.018182,0.00198,0.19802,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1.00E-04,10,100,100,4168
0.593069,0.005931,0.0002,0.1998,0.1998,0.0002,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,0.001,0.001,10,4169
0.593069,0.005931,0.0002,0.1998,0.1998,0.0002,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,0.001,0.001,100,4170
0.593069,0.005931,0.0002,0.1998,0.1,0.1,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,0.001,1,10,4171
0.593069,0.005931,0.0002,0.1998,0.1,0.1,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,0.001,1,100,4172
0.593069,0.005931,0.0002,0.1998,0.018182,0.181818,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,0.001,10,10,4173
0.593069,0.005931,0.0002,0.1998,0.018182,0.181818,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,0.001,10,100,4174
0.593069,0.005931,0.0002,0.1998,0.00198,0.19802,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,0.001,100,10,4175
0.593069,0.005931,0.0002,0.1998,0.00198,0.19802,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,0.001,100,100,4176
0.593069,0.005931,0.018182,0.181818,0.1998,0.0002,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,0.1,0.001,10,4177
0.593069,0.005931,0.018182,0.181818,0.1998,0.0002,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,0.1,0.001,100,4178
0.593069,0.005931,0.018182,0.181818,0.1,0.1,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,0.1,1,10,4179
0.593069,0.005931,0.018182,0.181818,0.1,0.1,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,0.1,1,100,4180
0.593069,0.005931,0.018182,0.181818,0.018182,0.181818,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,0.1,10,10,4181
0.593069,0.005931,0.018182,0.181818,0.018182,0.181818,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,0.1,10,100,4182
0.593069,0.005931,0.018182,0.181818,0.00198,0.19802,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,0.1,100,10,4183
0.593069,0.005931,0.018182,0.181818,0.00198,0.19802,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,0.1,100,100,4184
0.593069,0.005931,0.046154,0.153846,0.1998,0.0002,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,0.3,0.001,10,4185
0.593069,0.005931,0.046154,0.153846,0.1998,0.0002,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,0.3,0.001,100,4186
0.593069,0.005931,0.046154,0.153846,0.1,0.1,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,0.3,1,10,4187
0.593069,0.005931,0.046154,0.153846,0.1,0.1,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,0.3,1,100,4188
0.593069,0.005931,0.046154,0.153846,0.018182,0.181818,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,0.3,10,10,4189
0.593069,0.005931,0.046154,0.153846,0.018182,0.181818,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,0.3,10,100,4190
0.593069,0.005931,0.046154,0.153846,0.00198,0.19802,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,0.3,100,10,4191
0.593069,0.005931,0.046154,0.153846,0.00198,0.19802,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,0.3,100,100,4192
0.593069,0.005931,0.066667,0.133333,0.1998,0.0002,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,0.5,0.001,10,4193
0.593069,0.005931,0.066667,0.133333,0.1998,0.0002,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,0.5,0.001,100,4194
0.593069,0.005931,0.066667,0.133333,0.1,0.1,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,0.5,1,10,4195
0.593069,0.005931,0.066667,0.133333,0.1,0.1,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,0.5,1,100,4196
0.593069,0.005931,0.066667,0.133333,0.018182,0.181818,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,0.5,10,10,4197
0.593069,0.005931,0.066667,0.133333,0.018182,0.181818,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,0.5,10,100,4198
0.593069,0.005931,0.066667,0.133333,0.00198,0.19802,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,0.5,100,10,4199
0.593069,0.005931,0.066667,0.133333,0.00198,0.19802,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,0.5,100,100,4200
0.593069,0.005931,0.082353,0.117647,0.1998,0.0002,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,0.7,0.001,10,4201
0.593069,0.005931,0.082353,0.117647,0.1998,0.0002,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,0.7,0.001,100,4202
0.593069,0.005931,0.082353,0.117647,0.1,0.1,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,0.7,1,10,4203
0.593069,0.005931,0.082353,0.117647,0.1,0.1,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,0.7,1,100,4204
0.593069,0.005931,0.082353,0.117647,0.018182,0.181818,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,0.7,10,10,4205
0.593069,0.005931,0.082353,0.117647,0.018182,0.181818,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,0.7,10,100,4206
0.593069,0.005931,0.082353,0.117647,0.00198,0.19802,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,0.7,100,10,4207
0.593069,0.005931,0.082353,0.117647,0.00198,0.19802,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,0.7,100,100,4208
0.593069,0.005931,0.1,0.1,0.1998,0.0002,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,1,0.001,10,4209
0.593069,0.005931,0.1,0.1,0.1998,0.0002,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,1,0.001,100,4210
0.593069,0.005931,0.1,0.1,0.1,0.1,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,1,1,10,4211
0.593069,0.005931,0.1,0.1,0.1,0.1,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,1,1,100,4212
0.593069,0.005931,0.1,0.1,0.018182,0.181818,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,1,10,10,4213
0.593069,0.005931,0.1,0.1,0.018182,0.181818,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,1,10,100,4214
0.593069,0.005931,0.1,0.1,0.00198,0.19802,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,1,100,10,4215
0.593069,0.005931,0.1,0.1,0.00198,0.19802,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,1,100,100,4216
0.593069,0.005931,0.166667,0.033333,0.1998,0.0002,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,5,0.001,10,4217
0.593069,0.005931,0.166667,0.033333,0.1998,0.0002,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,5,0.001,100,4218
0.593069,0.005931,0.166667,0.033333,0.1,0.1,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,5,1,10,4219
0.593069,0.005931,0.166667,0.033333,0.1,0.1,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,5,1,100,4220
0.593069,0.005931,0.166667,0.033333,0.018182,0.181818,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,5,10,10,4221
0.593069,0.005931,0.166667,0.033333,0.018182,0.181818,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,5,10,100,4222
0.593069,0.005931,0.166667,0.033333,0.00198,0.19802,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,5,100,10,4223
0.593069,0.005931,0.166667,0.033333,0.00198,0.19802,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,5,100,100,4224
0.593069,0.005931,0.181818,0.018182,0.1998,0.0002,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,10,0.001,10,4225
0.593069,0.005931,0.181818,0.018182,0.1998,0.0002,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,10,0.001,100,4226
0.593069,0.005931,0.181818,0.018182,0.1,0.1,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,10,1,10,4227
0.593069,0.005931,0.181818,0.018182,0.1,0.1,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,10,1,100,4228
0.593069,0.005931,0.181818,0.018182,0.018182,0.181818,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,10,10,10,4229
0.593069,0.005931,0.181818,0.018182,0.018182,0.181818,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,10,10,100,4230
0.593069,0.005931,0.181818,0.018182,0.00198,0.19802,0.000909,9.09E-05,0.599,0.2,0.2,0.001,0.01,10,100,10,4231
0.593069,0.005931,0.181818,0.018182,0.00198,0.19802,0.00099,9.90E-06,0.599,0.2,0.2,0.001,0.01,10,100,100,4232
0.2995,0.2995,0.0002,0.1998,0.1998,0.0002,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1,0.001,0.001,10,4233
0.2995,0.2995,0.0002,0.1998,0.1998,0.0002,0.00099,9.90E-06,0.599,0.2,0.2,0.001,1,0.001,0.001,100,4234
0.2995,0.2995,0.0002,0.1998,0.1,0.1,0.000909,9.09E-05,0.599,0.2,0.2,0.001,1,0.001,1,10,4235
